postID,title,description,date,group
902,"Hoa Kỳ điều tra chống bán phá giá sơmi rơmoóc Việt Nam, giá thép và đồng giảm","Liên minh các nhà sản xuất sơmi rơmoóc Hoa Kỳ kiện yêu cầu điều tra chống bán phá giá sản phẩm từ Việt Nam (HS 8716.39.0090, 8716.90.5060); giá thép và đồng giảm ngày 11/3 do lo ngại nhu cầu toàn cầu.",2025-03-11T16:00:00+07:00,Hàng hóa
903,"Sản xuất công nghiệp Bắc Giang tháng 2 tăng 54,57%, Nam Định đặt mục tiêu GRDP 10,5% năm 2025","Chỉ số IIP Bắc Giang tháng 2/2025 tăng 54,57% so với cùng kỳ (chế biến, chế tạo tăng 55,58%); Nam Định đặt mục tiêu tăng trưởng GRDP 2025 từ 10,5% trở lên.",2025-03-11T16:00:00+07:00,Kinh tế
904,Vietcombank Đông Đồng Nai ký hợp tác toàn diện với Bệnh viện Đa khoa Đồng Nai,Vietcombank (VCB) chi nhánh Đông Đồng Nai và Bệnh viện Đa khoa Đồng Nai đã ký kết thỏa thuận hợp tác toàn diện vào ngày 10-3.,2025-03-11T16:00:00+07:00,Tài chính
905,"Rà soát FDI báo lỗ, sáp nhập hành chính và cải cách","Phó Thủ tướng yêu cầu Bộ Tài chính rà soát việc FDI báo lỗ tăng trước 15/3; tỉnh giàu có top đầu hoàn thành đề án bỏ cấp huyện, sáp nhập xã trước 5/4; Bộ Nội vụ hoàn thiện sửa đổi Nghị định 178 về nghỉ hưu trước tuổi và sắp xếp đơn vị hành chính.",2025-03-12T16:00:00+07:00,Kinh tế
906,"Giá dầu, vàng, cà phê biến động; vàng nhẫn lập đỉnh mới 94,1 triệu/lượng","Ngày 11/3 giá dầu, vàng, cà phê tăng do USD yếu; ngày 12/3 giá thép tăng do lạc quan nhu cầu TQ, đồng giảm do lo ngại thuế quan, giá vàng nhẫn lập đỉnh 94,1 triệu/lượng, giá cà phê thế giới đảo chiều giảm ngày 13/3.",2025-03-12T16:00:00+07:00,Hàng hóa
907,"Ngân hàng chạy đua tăng vốn, giảm lãi suất, nhận chuyển giao bắt buộc","Nhiều ngân hàng (Vietinbank, ACB, NAB) lên kế hoạch tăng vốn, chia cổ tức cổ phiếu; 20 ngân hàng giảm lãi suất huy động tính đến 12/3; 4 ngân hàng (VCB, HDBank, MB, VPBank) nhận chuyển giao bắt buộc ngân hàng yếu kém sẽ được hỗ trợ thanh khoản.",2025-03-12T16:00:00+07:00,Tài chính
908,"Chứng khoán Việt hướng tới nâng hạng, khối ngoại bán ròng đột biến, VNINDEX tăng 5 phiên","UBCKNN thúc đẩy nâng hạng với lộ trình KRX; khối ngoại bán ròng hơn 900 tỷ đồng ngày 12/3; VNINDEX tăng 5 phiên liên tiếp lên 1.334,41 điểm bất chấp Mỹ giảm, VCB, VHM, VIC đóng góp lớn.",2025-03-12T16:00:00+07:00,Thị trường
909,"Elon Musk được Trump ủng hộ giữa bão tẩy chay Tesla, X bị tấn công","Trump hứa mua xe Tesla ủng hộ Musk, gọi ông là ""người Mỹ tuyệt vời"", trong khi mạng xã hội X bị tấn công mạng (Musk nghi do Ukraine) với hơn 60.000 báo cáo mất kết nối, còn Tesla đối mặt khó khăn, cạnh tranh xe tự lái và nhà đầu tư mất niềm tin.",2025-03-12T16:00:00+07:00,Thế giới
910,"VCB lập kỷ lục 8 tỷ cổ phiếu, vốn hóa nửa triệu tỷ","Vietcombank (VCB) trở thành doanh nghiệp đầu tiên có hơn 8 tỷ cổ phiếu sau phát hành, vốn điều lệ dự kiến lên 83.557 tỷ đồng, và là ngân hàng duy nhất đạt vốn hóa trên nửa triệu tỷ đồng.",2025-03-12T16:00:00+07:00,Tài chính
911,"Trump gây chao đảo thị trường với thuế thép/nhôm Canada rồi rút lại, EU trả đũa","Tổng thống Trump áp thuế 50% lên thép/nhôm Canada khiến chứng khoán Mỹ bán tháo, sau đó rút lại quyết định; Australia không trả đũa, EU trả đũa khi thuế 25% chính thức có hiệu lực ngày 12/3.",2025-03-12T16:00:00+07:00,Thế giới
912,Thủ tướng yêu cầu rà soát thuế với Mỹ và các đối tác chiến lược,"Thủ tướng giao Bộ Tài chính rà soát các sắc thuế với các nước, đặc biệt là đối tác chiến lược như Mỹ, đảm bảo hài hòa lợi ích.",2025-03-12T16:00:00+07:00,Kinh tế
913,Thúc đẩy hạ tầng giao thông trọng điểm và năng lượng,"Phó thủ tướng yêu cầu khắc phục vướng mắc vật liệu Vành đai 3 TP.HCM trước 15/3, Đồng Nai hoàn thành thủ tục mỏ khoáng sản trước 15/3; tháng 9 phải xong 4 cao tốc miền Trung; không lùi tiến độ điện gió ngoài khơi; GS Energy Hàn Quốc sắp khởi công nhà máy LNG 3 tỷ USD tại Long An.",2025-03-12T16:00:00+07:00,Kinh tế
914,Đẩy mạnh nhà ở xã hội và cải tạo chung cư cũ,"Gói tín dụng 120.000 tỷ (nay 145.000 tỷ) cho NOXH giải ngân chậm (4.000 tỷ sau 2 năm); Vingroup cam kết 500.000 căn, Hoàng Quân 50.000 căn; Đà Nẵng cho thuê 334 căn giá từ 48.000đ/m2; TPHCM tài trợ 50% chi phí hạ tầng cải tạo chung cư cũ.",2025-03-12T16:00:00+07:00,Bất động sản
915,FPT mất gần 1 tỷ USD vốn hóa từ đầu năm do áp lực từ AI giá rẻ,Cổ phiếu FPT giảm mạnh từ sau Tết do sự xuất hiện của mô hình AI giá rẻ DeepSeek (Trung Quốc) gây áp lực lên nhóm công nghệ toàn cầu.,2025-03-12T16:00:00+07:00,Thị trường
916,Rủi ro margin và dòng vốn ETF,Hoạt động cho vay margin của CTCK phát triển mạnh tiềm ẩn rủi ro; các ETF Việt Nam tiếp tục bị rút ròng mạnh trong tháng 2/2025 (hơn 1.137 tỷ đồng).,2025-03-12T16:00:00+07:00,Thị trường
917,Cổ phiếu MSN đón sóng nâng hạng và thay đổi quy tắc chỉ số HOSE,Cổ phiếu MSN của Masan có thể hưởng lợi từ quy tắc mới giới hạn tỷ trọng ngành (40%) của HOSE (hiệu lực 30/12/2024) và triển vọng nâng hạng thị trường.,2025-03-12T16:00:00+07:00,Thị trường
918,"Thị trường trái phiếu doanh nghiệp trầm lắng, chờ đợi khung pháp lý tài sản số","Tháng 2/2025 không có đợt phát hành TPDN mới, doanh nghiệp mua lại 2.592 tỷ đồng; doanh nghiệp phải 'nâng cấp' để đáp ứng yêu cầu phát hành; Việt Nam sắp thí điểm sàn giao dịch tiền số, cần hoàn thiện khung pháp lý.",2025-03-12T16:00:00+07:00,Tài chính
919,"VCCI cảnh báo sàn TMĐT ép người bán nhỏ, IBM Việt Nam bị phạt thuế","Người bán nhỏ trên sàn TMĐT dễ bị áp chính sách bất lợi, đình chỉ vô cớ; IBM Việt Nam bị phạt 2,45 tỷ đồng do kê khai sai thuế GTGT, TNDN, TNCN.",2025-03-12T16:00:00+07:00,Kinh tế
920,Cựu Tổng thống Philippines Duterte bị bắt giữ theo lệnh ICC,Ông Rodrigo Duterte bị bắt và đưa đến Tòa án Hình sự Quốc tế (ICC) ở Hà Lan liên quan đến chiến dịch trấn áp ma túy.,2025-03-12T16:00:00+07:00,Thế giới
921,"Thị trường phân hóa, đất nền ven đô và KCN hút dòng tiền","Thanh khoản phía Nam gặp khó đầu năm; đất nền Hòa Lạc 'sốt' với dòng tiền 4-10 tỷ; BĐS Đà Nẵng-Quảng Nam tăng giá theo tin đồn sáp nhập; Thái Bình, Nghệ An có thêm KCN VSIP mới (5.000 tỷ và 1.325 tỷ); Long An có thêm đại dự án 10.000 tỷ.",2025-03-12T16:00:00+07:00,Bất động sản
922,"Việt Nam đẩy mạnh AI, bán dẫn và kinh tế số","Hội nghị AISC 2025 khẳng định vị thế VN; chuyên gia nhận định VN có cơ hội nghìn năm có một với AI, bán dẫn; World Bank nâng dự báo tăng trưởng VN; kinh tế số đặt mục tiêu đóng góp 30% GDP năm 2030.",2025-03-12T16:00:00+07:00,Kinh tế
923,Giá cà phê Mỹ tăng kỷ lục dẫn đến nạn trộm cắp gia tăng,Các công ty vận tải Mỹ báo cáo số vụ trộm cắp cà phê xanh trên xe tải gia tăng do giá hạt cà phê lên mức kỷ lục.,2025-03-12T16:00:00+07:00,Hàng hóa
924,Kinh tế toàn cầu đối mặt nhiều thách thức,"Lạm phát Mỹ tháng 2 tăng thấp hơn dự báo, tăng kỳ vọng Fed cắt giảm lãi suất; EU nhập khẩu kim loại Nga 2,5 tỷ USD bất chấp trừng phạt; vay tiêu dùng Nhật Bản cao nhất 11 năm; doanh nghiệp Mỹ lo ngại bất ổn thuế quan; kinh tế Mexico nguy cơ suy thoái.",2025-03-12T16:00:00+07:00,Thế giới
925,"Chứng khoán Việt Nam hướng tới nâng hạng, thanh khoản tăng","VN-Index điều chỉnh giảm sau 5 phiên tăng, thanh khoản vượt 1 tỷ USD, khối ngoại mua ròng; lộ trình nâng hạng thị trường được chỉ rõ, HoSE dự kiến 7 thay đổi với hệ thống KRX; nhiều doanh nghiệp lớn chi cổ tức khủng; đề xuất điều chỉnh cách tính thuế thu nhập từ chứng khoán.",2025-03-13T16:00:00+07:00,Thị trường
926,Chủ tịch SSI gặp gỡ FTSE và BlackRock bàn chuyện nâng hạng thị trường,"Chủ tịch SSI Nguyễn Duy Hưng có bữa tối với đại diện FTSE và quỹ đầu tư lớn nhất thế giới BlackRock, thảo luận về tiềm năng nâng hạng của thị trường chứng khoán Việt Nam.",2025-03-13T16:00:00+07:00,Thị trường
927,"Căng thẳng thương mại Mỹ leo thang, ảnh hưởng toàn cầu","Mỹ chính thức áp thuế 25% lên thép, nhôm nhập khẩu, đe dọa thuế 200% lên rượu vang châu Âu và thuế đối ứng với gạo Nhật (thuế 700%), gây phẫn nộ và kế hoạch trả đũa từ EU (áp thuế 28 tỷ USD hàng Mỹ từ 1/4), Canada; động thái này kéo giảm tăng trưởng Hàn Quốc, khiến doanh nghiệp Mỹ lo ngại, ảnh hưởng du lịch Mỹ-Canada và làm chứng khoán Âu-Mỹ, châu Á biến động.",2025-03-13T16:00:00+07:00,Thế giới
928,Đàm phán Ukraine và quan hệ Nga-Mỹ diễn biến phức tạp,"Nga bày tỏ lo ngại ""bẫy"" ngừng bắn, được cho là đã nêu yêu cầu đàm phán với Mỹ, trong khi Ukraine chấp nhận đề xuất hòa bình từ Mỹ; Nga xác nhận đàm phán hạt nhân với Trung Quốc, Nga; nguồn cung dầu Nga qua Hungary được nối lại và Ấn Độ tăng mua dầu Nga; Gazprom lần đầu báo lỗ sau 2 thập kỷ do EU giảm phụ thuộc khí đốt Nga.",2025-03-13T16:00:00+07:00,Thế giới
929,"Việt Nam thúc đẩy tăng trưởng, gỡ điểm nghẽn, thu hút đầu tư","Chính phủ đặt mục tiêu tăng trưởng GDP trên 8%, hướng tới hai con số, WB dự báo 6,8% năm 2025; đầu tư công được xem là chìa khóa, tháo gỡ điểm nghẽn thể chế, thủ tục hành chính (Quảng Nam xóa ""giấy phép con"") là ưu tiên; kinh tế tư nhân được coi là động lực quan trọng; Bình Định đặt mục tiêu quy mô kinh tế 5,3 tỉ USD giai đoạn 2020-2025.",2025-03-13T16:00:00+07:00,Kinh tế
930,Phát triển hạ tầng giao thông và năng lượng là trọng tâm,"Thủ tướng yêu cầu hoàn thành các cao tốc miền Trung, Đồng Đăng - Trà Lĩnh, Hữu Nghị - Chi Lăng đúng hạn; nghiên cứu nâng cấp QL61B Sóc Trăng; Đồng bằng sông Cửu Long quy hoạch 1.256km cao tốc đến 2050; Chính phủ yêu cầu không lùi tiến độ điện gió ngoài khơi, chấp thuận chủ trương đầu tư đường dây 500kV Hải Phòng - Thái Bình; Pháp muốn tham gia dự án điện hạt nhân Việt Nam.",2025-03-13T16:00:00+07:00,Kinh tế
931,"Lãi suất, tỷ giá và thị trường vốn có nhiều biến động","Ngân hàng thứ 20 giảm lãi suất tiền gửi, NHNN theo dõi lãi suất trái phiếu Chính phủ tăng; có kỳ vọng giảm lãi suất điều hành nhưng việc bơm vốn còn phụ thuộc nhiều yếu tố; tỷ giá USD/VND phục hồi nhẹ (trung tâm 24.758 đồng), UOB dự báo có thể lên 25.800 quý II; Việt Nam và Singapore tăng cường hợp tác quản lý thị trường vốn, tài sản số.",2025-03-13T16:00:00+07:00,Tài chính
932,"Giá vàng, dầu, nông sản và kim loại diễn biến trái chiều","Giá vàng SJC tiến sát 95 triệu đồng/lượng do bất ổn thuế quan và kỳ vọng Fed cắt lãi suất, giá bạc cũng tăng; giá dầu tăng mạnh do nguồn cung Mỹ thắt chặt rồi lại đảo chiều giảm; giá cà phê, hồ tiêu tiếp tục tăng cao, gạo nhích dần; giá thép, đồng tăng; giá xăng giảm mạnh nhất gần 4 năm; người Mỹ giảm chi tiêu do lo ngại lạm phát, thuế quan.",2025-03-13T16:00:00+07:00,Hàng hóa
933,"Cổ phiếu Vingroup (VIC, VHM) tăng trần, tài sản tỷ phú Phạm Nhật Vượng vượt 100.000 tỷ đồng","Dòng tiền đổ mạnh vào cổ phiếu VIC và VHM giúp tài sản ông Phạm Nhật Vượng tăng vọt, trở thành tâm điểm thị trường phiên 13/3.",2025-03-13T16:00:00+07:00,Thị trường
934,Thị trường có dấu hiệu khởi sắc nhưng đối mặt nhiều thách thức,"Giá nhà nội đô Hà Nội tăng khiến người mua tìm ra ngoại ô, nhu cầu dự kiến tăng 15% năm 2025-2026; thị trường Đà Nẵng, Nghệ An, Thanh Hóa có dấu hiệu ""tăng nhiệt"", ""sóng ngầm""; doanh nghiệp địa ốc nắn dòng tiền về tỉnh; tuy nhiên, 80% lô đất đấu giá Hà Đông bị bỏ cọc, doanh nghiệp đối mặt rủi ro tái cấp vốn.",2025-03-13T16:00:00+07:00,Bất động sản
935,Phát triển nhà ở xã hội và công nghiệp được chú trọng,"Thanh tra toàn diện dự án nhà ở xã hội trăm tỷ ở Đắk Nông; kiến nghị chỉ định thầu dự án NƠXH; Hà Nội là ""điểm sáng"" NƠXH; Hưng Yên xây 9.000 căn NƠXH cho công nhân; BĐS công nghiệp Việt Nam được dự báo là điểm sáng đến 2030; Nghệ An đón Sembcorp đầu tư KCN 181ha, Long An có KCN sinh thái 4.600 tỷ.",2025-03-13T16:00:00+07:00,Bất động sản
936,Kinh tế toàn cầu đối mặt nhiều bất ổn,Lạm phát Mỹ hạ nhiệt nhưng còn tiềm ẩn rủi ro từ chiến tranh thương mại; lạm phát Nga vượt 10%; Nhật Bản lương tăng nhưng BoJ có thể tiếp tục nâng lãi suất; NHTW Canada giảm lãi suất do lo ngại lạm phát và tăng trưởng yếu; Thái Lan tái khẳng định cam kết thu hút FDI; Indonesia đối mặt làn sóng sa thải.,2025-03-13T16:00:00+07:00,Thế giới
937,Các địa phương đẩy mạnh giải ngân đầu tư công và phát triển kinh tế,"Hà Tĩnh, Điện Biên, Quảng Ninh, Tây Ninh đẩy mạnh giải ngân vốn đầu tư công; Nam Định, Điện Biên đặt mục tiêu tăng trưởng GRDP cao; Hải Phòng kim ngạch XNK tăng mạnh; Bắc Ninh thu ngân sách 11.038 tỷ đồng 2 tháng đầu năm; Gia Lai chuẩn bị cho các dự án lớn; Bình Thuận thu hút đầu tư công nghiệp xanh.",2025-03-13T16:00:00+07:00,Kinh tế
938,Quản lý thị trường và phát triển bền vững ngành hàng,"TP.HCM tăng cường quản lý giá thịt heo; An Giang phát hiện cơ sở tự pha trộn thuốc, thức ăn thủy sản kém chất lượng; Sơn La tiêu thụ 4.500 tấn dâu tây (770 tỷ đồng); bàn giải pháp phát triển bền vững cà phê; Campuchia xuất khẩu gạo tăng 60% 2 tháng đầu năm; giao dịch cà phê, ca cao toàn cầu đình trệ do thiếu tiền mặt.",2025-03-13T16:00:00+07:00,Hàng hóa
939,Chuyển đổi năng lượng và phát triển bền vững được thúc đẩy,"HSBC hỗ trợ Việt Nam 12 tỷ USD thúc đẩy chuyển đổi năng lượng; EIB và Việt Nam tăng cường hợp tác tài chính xanh; đề xuất xây dựng mô hình ""GDP chất lượng""; AI và bán dẫn được xem là trụ cột chiến lược giúp Việt Nam bứt phá; tỷ lệ thâm dụng điện tăng cao đặt ra thách thức về hiệu quả năng lượng.",2025-03-13T16:00:00+07:00,Kinh tế
940,Quy hoạch và quản lý đất đai được siết chặt,"Phó Thủ tướng kiểm tra dự án bỏ hoang ở Nha Trang; TP.HCM quy hoạch phát triển TOD, KCN công nghệ cao, bám sông hướng biển; Hà Nội phê duyệt dự án thu gom nước thải hồ Tây, lên kế hoạch cải tạo sông Tô Lịch; Bắc Ninh yêu cầu đẩy nhanh tiến độ KĐT 27.000 tỷ; Kiên Giang xử lý tình trạng múc đất lúa làm nền nhà; 7 trường hợp không cấp sổ đỏ theo Luật Đất đai 2024.",2025-03-13T16:00:00+07:00,Bất động sản
941,Công nghệ AI và các tập đoàn lớn có nhiều động thái mới,"Google ra mắt mô hình AI Gemma 3 siêu nhẹ; ""tân binh"" AI Trung Quốc gây sốt; Elon Musk bị chỉ trích về Cybertruck và nỗ lực tiết kiệm chi tiêu liên bang không hiệu quả, Tesla đối mặt cạnh tranh gay gắt ở Trung Quốc; Warren Buffett được ca ngợi vì chốt lời trước khi thị trường sụp đổ; cổ phiếu Intel tăng 10% nhờ CEO mới.",2025-03-13T16:00:00+07:00,Thế giới
942,Vụ việc liên quan đến giao dịch ngân hàng và lừa đảo,"Người phụ nữ Trung Quốc bị kiện vì tiêu hết 35 triệu đồng ngân hàng đưa nhầm (rút 175 triệu, nhận 210 triệu); người đàn ông có 40 thẻ ngân hàng, giao dịch 70 lượt/ngày bị phát hiện liên quan lừa đảo, thu giữ 350 triệu đồng tiền mặt.",2025-03-13T16:00:00+07:00,Tài chính
943,Ngân hàng đẩy mạnh công nghệ và quản lý rủi ro,"Sacombank và C06 ký kết triển khai xác thực điện tử qua VNeID; Techcombank nâng cao hiệu suất lập trình viên hơn 30% nhờ AWS và đồng hành cùng Metro số 1 TP.HCM; 2 ngân hàng lớn thêm tính năng ""loa ting ting""; NHNN công bố kết luận thanh tra Vietcombank Phú Nhuận; cảnh báo nguy cơ bong bóng nếu 2,5 triệu tỷ đồng bơm vào nền kinh tế chảy vào chứng khoán, BĐS.",2025-03-13T16:00:00+07:00,Tài chính
944,Xuất khẩu và thương mại điện tử đối mặt cơ hội và thách thức,"Mỹ là thị trường rau quả lớn thứ hai của Việt Nam (358,4 triệu USD năm 2024, tăng 39%); xuất khẩu gỗ đặt mục tiêu 18 tỷ USD năm 2025 nhưng đối mặt nguy cơ thuế cao từ Mỹ; 15 triệu sản phẩm Việt vươn ra ASEAN nhờ TMĐT; Shopee, TikTok Shop tăng phí khiến người bán bức xúc, có nguy cơ rời sàn.",2025-03-13T16:00:00+07:00,Kinh tế
945,"Cổ phiếu NVL tăng vọt, SHB tăng trần, Vingroup lấy lại vị trí số 1 từ FPT","Cổ phiếu NVL (Novaland) tăng hết biên độ lên 11.100 đồng/cp, khớp lệnh hơn 40 triệu đơn vị sau tin thắng kiện; SHB tăng kịch trần với giao dịch đột biến; cổ phiếu ""họ"" Vingroup bứt phá giúp tập đoàn lấy lại vị trí doanh nghiệp tư nhân vốn hóa lớn nhất sàn từ FPT.",2025-03-14T16:00:00+07:00,Thị trường
946,"Sáp nhập tỉnh gây sốt đất ảo, Quảng Bình chậm hồ sơ, TP HCM rườm rà thủ tục","TS Nguyễn Minh Phong đề xuất lấy tên tỉnh cũ khi sáp nhập, trong khi tin đồn sáp nhập từ 63 còn 31 tỉnh thành gây sốt đất ảo (có người bị phạt); Quảng Bình bị 'bêu tên' vì chậm giải quyết hồ sơ TTHC tháng 2/2025, TP HCM bị phàn nàn thủ tục rườm rà (DN mất 10-15 ngày/ý kiến).",2025-03-14T16:00:00+07:00,Kinh tế
947,"Đẩy mạnh đầu tư công, hạ tầng kết nối vùng, thu hút FDI","Chính phủ đẩy mạnh đầu tư công (kỳ vọng lợi ích nhiều ngành), Bình Thuận chi gần 7.000 tỷ làm đường kết nối ga tàu cao tốc Bắc - Nam, Thái Nguyên-Tuyên Quang thống nhất làm đường liên kết, HCM gặp khó với 2,7km Vành đai 2 (8 năm chưa xong), dự án Hòa Liên - Túy Loan giải ngân 45,5% (892,79/1.963,05 tỷ), Long An quyết thu hồi dự án chậm, Bình Dương dự kiến metro 64.300 tỷ, dự kiến khai trương ga T3 Tân Sơn Nhất dịp 30/4.",2025-03-14T16:00:00+07:00,Kinh tế
948,"Việt Nam đẩy mạnh AI/Bán dẫn, hợp tác quốc tế, xem xét thuế với hàng Mỹ","Thủ tướng khẳng định VN nỗ lực chuyển đổi trạng thái về AI/bán dẫn, các tập đoàn lớn (Nvidia, Meta, Honeywell...) cam kết đồng hành, GS ĐH Seoul hiến kế; VN xem xét lại thuế với hàng Mỹ (LNG, nông sản), DN Việt-Mỹ ký kết thỏa thuận 4,15 tỷ USD, thúc đẩy hợp tác thương mại song phương.",2025-03-14T16:00:00+07:00,Kinh tế
949,"VN-Index hướng tới 1.400 điểm nhờ dòng tiền mạnh, khối ngoại bán ròng","Dòng tiền mạnh duy trì kỳ vọng VN-Index hướng tới 1.400 điểm (chuyên gia kỳ vọng điều chỉnh lành mạnh), dù khối ngoại bán ròng hơn 371 tỷ đồng phiên 14/3, một Bluechips bị ""xả"" hơn 600 tỷ; kỳ vọng lợi nhuận doanh nghiệp tăng trưởng mạnh 2025.",2025-03-14T16:00:00+07:00,Thị trường
950,"Nợ xấu ngân hàng tăng, Thủ tướng chỉ đạo xử lý, cuộc đua tăng vốn tiếp diễn","Thủ tướng yêu cầu xử lý nợ xấu nhóm 5 tăng cao, NHNN đề xuất luật hóa NQ42 về xử lý nợ xấu/TSBĐ (Hiệp hội Ngân hàng ủng hộ), các ngân hàng (ACB góp 1.000 tỷ vào ACBS, BIDV,...) tiếp tục kế hoạch tăng vốn điều lệ năm 2025.",2025-03-14T16:00:00+07:00,Tài chính
951,"Đại gia Lã Quang Bình bị cáo buộc đưa hối lộ, gây thiệt hại hơn 1.000 tỷ đồng cho ngân hàng","Lã Quang Bình bị cáo buộc đưa hối lộ, thông đồng vay vốn trái phép gây thiệt hại hơn 1.000 tỷ đồng cho một ngân hàng (dư nợ nhóm liên quan tại thời điểm khởi tố gần 2.200 tỷ), liên quan hệ sinh thái viễn thông, điện lực, BĐS.",2025-03-14T16:00:00+07:00,Kinh tế
952,"Cảnh báo sốt đất ảo theo tin đồn sáp nhập tỉnh, giá chung cư tăng nhưng thuê ít biến động","Chuyên gia cảnh báo nhà đầu tư không nên kỳ vọng sáp nhập tỉnh làm giá đất tăng mạnh, coi chừng ""chơi dao đứt tay""; giá mua bán chung cư tăng nhưng giá thuê ít biến động có thể là dấu hiệu ""bong bóng đầu cơ"".",2025-03-14T16:00:00+07:00,Bất động sản
953,"Nghịch lý thuế TNCN với người mua NOXH, nhiều địa phương có dự án mới","Thủ tướng giao Bộ Tài chính/Xây dựng xử lý nghịch lý thu nhập 15tr/tháng đủ điều kiện mua NOXH nhưng vẫn đóng thuế TNCN; Đồng Nai mời đầu tư 6 dự án (6.500 căn), Bình Định có 3 dự án vay gói 120.000 tỷ, Quảng Ngãi sắp có dự án 640 tỷ (750 căn), Cần Thơ rà soát nhu cầu vay.",2025-03-14T16:00:00+07:00,Bất động sản
954,"Tín dụng tăng gần 1%, NHNN bơm thanh khoản, lãi suất tiếp tục giảm","Phó thống đốc Đào Minh Tú cho biết tín dụng tăng gần 1% (so với âm năm trước), NHNN bơm thanh khoản giảm áp lực huy động, Eximbank/KienlongBank tiếp tục giảm lãi suất tiết kiệm ngày 14/3, kỳ vọng 'mở van' tín dụng hạ tầng và lúa gạo (Agribank đẩy mạnh cho vay).",2025-03-14T16:00:00+07:00,Tài chính
955,"Lương tối thiểu sắp tăng 2025, nghiên cứu thuế lãi tiền gửi, giảm trừ gia cảnh","Bộ Nội vụ tập trung điều chỉnh lương tối thiểu vùng 2025, phân vùng lại sau sắp xếp hành chính (tốc độ tăng bình quân 5,96%/năm); đề xuất đánh thuế lãi tiền gửi gây tranh luận; yêu cầu điều chỉnh mức giảm trừ gia cảnh đã lạc hậu.",2025-03-14T16:00:00+07:00,Kinh tế
956,"BĐS công nghiệp đón cơ hội, Viglacera/TTC Land/Long An có dự án mới, kỳ vọng M&A","Viglacera chuẩn bị khởi công KCN 1.800 tỷ ở Khánh Hòa, TTC Land chi 184 tỷ mua nhà xưởng KCN Thành Thành Công, Long An khởi công KCN sinh thái 4.600 tỷ; BĐS công nghiệp có cơ hội thành trung tâm sản xuất ASEAN, dự báo làn sóng M&A mới.",2025-03-14T16:00:00+07:00,Bất động sản
957,"Giá vàng lập kỷ lục, vàng nhẫn gần 95 triệu/lượng, thế giới vượt 3.000 USD/ounce","Giá vàng trong nước và thế giới (ngày 14/3) liên tục lập đỉnh mới, vàng nhẫn có thương hiệu niêm yết gần 95 triệu đồng/lượng, giá thế giới lần đầu vượt 3.000 USD/ounce (có dự báo lên 3.500-4.000 USD) do bất ổn thương mại và kỳ vọng Fed nới lỏng.",2025-03-14T16:00:00+07:00,Hàng hóa
958,"Giá dầu biến động do lo ngại thuế quan, cung cầu và căng thẳng Nga-Ukraine","Giá dầu giảm hơn 1% (13/3) do lo ngại thuế quan ảnh hưởng nhu cầu và bất ổn ngừng bắn Nga-Ukraine, sau đó phục hồi nhẹ (14/3); sản lượng Mỹ dự kiến đạt kỷ lục 13,61 triệu thùng/ngày năm 2025, OPEC+ vận chuyển nhiên liệu kỷ lục và có thể tăng sản lượng từ tháng 4.",2025-03-14T16:00:00+07:00,Hàng hóa
959,"Doanh nghiệp muốn tăng giá thịt heo, Việt Nam tăng nhập khẩu, giá gà giảm, cân nhắc canh tác lúa","Doanh nghiệp kêu ""hết gồng nổi"" muốn tăng giá bán thịt heo trong khi Việt Nam tăng nhập khẩu thịt đông lạnh (tháng 1/2025 nhập 12.600 tấn, trị giá 33,75 triệu USD, gấp đôi cùng kỳ); giá thịt gà giảm; đặt vấn đề linh hoạt canh tác thay vì chỉ tập trung sản lượng lúa.",2025-03-14T16:00:00+07:00,Hàng hóa
960,"Mỹ áp thuế gây phản ứng toàn cầu, lo ngại chiến tranh thương mại và suy thoái","Washington áp thuế 25% lên thép/nhôm và đe dọa thuế 200% lên rượu vang châu Âu, gây phản ứng mạnh từ Canada (kiện WTO), EU (trả đũa 26 tỷ euro hàng Mỹ, gọi là 'búa tạ'), Tesla cảnh báo bị trả đũa, dấy lên lo ngại chiến tranh thương mại, tác động tiêu cực đến Thái Bình Dương và nguy cơ suy thoái kinh tế.",2025-03-14T16:00:00+07:00,Thế giới
961,"Vietcombank/Techcombank dừng giao dịch nếu thiếu sinh trắc học, BIDV đặt mục tiêu tăng trưởng 15-16%, con trai chủ tịch TCB làm CEO Masterise","Từ 1/7/2025, VCB/TCB/Agribank/VPBank... dừng giao dịch chuyển/rút tiền nếu thiếu sinh trắc học; BIDV đặt mục tiêu tín dụng tăng 15-16%, nợ xấu dưới 1,4% năm 2025 (dư nợ đã vượt 2 triệu tỷ); Hồ Anh Minh (con trai Hồ Hùng Anh - TCB) làm CEO Masterise Group.",2025-03-14T16:00:00+07:00,Tài chính
962,"Trung Quốc từ chối vận chuyển qua Nga, Nga đáp trả trừng phạt EU, Gazprom bán tài sản",Hải quan Nga siết kiểm soát khiến 80.000 container/tháng hàng Trung Quốc sang châu Âu đình trệ; Nga đáp trả gói trừng phạt thứ 16 của EU bằng cấm nhập cảnh; Gazprom bán tài sản xa xỉ do nhu cầu châu Âu giảm; Trung-Nga-Iran phản đối trừng phạt đơn phương.,2025-03-14T16:00:00+07:00,Thế giới
